Entity,Code,Day,total_vaccinations_per_hundred
Cambodia,KHM,2021-02-15,0.04
Cambodia,KHM,2021-02-16,0.07
Cambodia,KHM,2021-02-17,0.07
Cambodia,KHM,2021-02-18,0.1
Cambodia,KHM,2021-02-19,0.13
Cambodia,KHM,2021-02-21,0.17
Cambodia,KHM,2021-02-22,0.22
Cambodia,KHM,2021-02-23,0.26
Cambodia,KHM,2021-02-24,0.32
Cambodia,KHM,2021-02-25,0.36
Cambodia,KHM,2021-02-26,0.38
Cambodia,KHM,2021-02-28,0.41
Cambodia,KHM,2021-03-01,0.51
Cambodia,KHM,2021-03-02,0.67
Cambodia,KHM,2021-03-03,0.8
Cambodia,KHM,2021-03-04,0.89
Cambodia,KHM,2021-03-05,0.99
Cambodia,KHM,2021-03-06,1.06
Cambodia,KHM,2021-03-07,1.09
Cambodia,KHM,2021-03-08,1.17
Cambodia,KHM,2021-03-09,1.31
Cambodia,KHM,2021-03-10,1.5
Cambodia,KHM,2021-03-11,1.68
Cambodia,KHM,2021-03-12,1.82
Cambodia,KHM,2021-03-13,1.93
Cambodia,KHM,2021-03-14,1.99
Cambodia,KHM,2021-03-15,2.04
Cambodia,KHM,2021-03-16,2.2
Cambodia,KHM,2021-03-17,2.38
Cambodia,KHM,2021-03-19,2.61
Cambodia,KHM,2021-03-20,2.69
Cambodia,KHM,2021-03-21,2.74
Cambodia,KHM,2021-03-22,2.81
Cambodia,KHM,2021-03-23,2.89
Cambodia,KHM,2021-03-24,2.98
Cambodia,KHM,2021-03-25,3.14
Cambodia,KHM,2021-03-26,3.29
Cambodia,KHM,2021-03-27,3.43
Cambodia,KHM,2021-03-28,3.51
Cambodia,KHM,2021-03-29,3.61
Cambodia,KHM,2021-03-30,3.7
Cambodia,KHM,2021-03-31,3.81
Cambodia,KHM,2021-04-01,3.96
Cambodia,KHM,2021-04-02,4.26
Cambodia,KHM,2021-04-03,4.59
Cambodia,KHM,2021-04-04,4.9
Cambodia,KHM,2021-04-05,5.23
Cambodia,KHM,2021-04-06,5.58
Cambodia,KHM,2021-04-07,5.97
Cambodia,KHM,2021-04-08,6.32
Cambodia,KHM,2021-04-09,6.93
Cambodia,KHM,2021-04-10,7.31
Cambodia,KHM,2021-04-11,7.59
Cambodia,KHM,2021-04-12,8.09
Cambodia,KHM,2021-04-13,8.54
Cambodia,KHM,2021-04-14,8.75
Cambodia,KHM,2021-04-15,8.9
Cambodia,KHM,2021-04-16,9.1
Cambodia,KHM,2021-04-17,9.18
Cambodia,KHM,2021-04-18,9.2
Cambodia,KHM,2021-04-19,9.77
Cambodia,KHM,2021-04-20,10.1
Cambodia,KHM,2021-04-21,10.48
Cambodia,KHM,2021-04-22,10.89
Cambodia,KHM,2021-04-23,11.31
Cambodia,KHM,2021-04-24,11.68
Cambodia,KHM,2021-04-25,11.97
Cambodia,KHM,2021-04-26,12.24
Cambodia,KHM,2021-04-27,12.5
Cambodia,KHM,2021-04-29,13.22
Cambodia,KHM,2021-04-30,13.48
Cambodia,KHM,2021-05-01,13.78
Cambodia,KHM,2021-05-02,14.21
Cambodia,KHM,2021-05-03,14.57
Cambodia,KHM,2021-05-04,15.01
Cambodia,KHM,2021-05-05,15.4
Cambodia,KHM,2021-05-06,15.85
Cambodia,KHM,2021-05-07,16.32
Cambodia,KHM,2021-05-08,16.68
Cambodia,KHM,2021-05-09,17.02
Cambodia,KHM,2021-05-10,17.37
Cambodia,KHM,2021-05-11,17.71
Cambodia,KHM,2021-05-12,18.11
Cambodia,KHM,2021-05-13,18.49
Cambodia,KHM,2021-05-14,18.77
Cambodia,KHM,2021-05-15,18.97
Cambodia,KHM,2021-05-16,19.28
Cambodia,KHM,2021-05-17,19.67
Cambodia,KHM,2021-05-18,20.16
Cambodia,KHM,2021-05-19,20.68
Cambodia,KHM,2021-05-20,21.19
Cambodia,KHM,2021-05-21,21.68
Cambodia,KHM,2021-05-22,22.23
Cambodia,KHM,2021-05-23,22.66
Cambodia,KHM,2021-05-24,23.18
Cambodia,KHM,2021-05-25,23.64
Cambodia,KHM,2021-05-26,24.27
Cambodia,KHM,2021-05-27,24.9
Cambodia,KHM,2021-05-28,25.55
Cambodia,KHM,2021-05-29,26.19
Cambodia,KHM,2021-05-30,26.72
Cambodia,KHM,2021-05-31,27.22
Cambodia,KHM,2021-06-01,27.56
Cambodia,KHM,2021-06-02,27.88
Cambodia,KHM,2021-06-03,28.22
Cambodia,KHM,2021-06-04,28.56
Cambodia,KHM,2021-06-05,28.88
Cambodia,KHM,2021-06-06,29.14
Cambodia,KHM,2021-06-07,29.33
Cambodia,KHM,2021-06-08,29.54
Cambodia,KHM,2021-06-09,29.8
Cambodia,KHM,2021-06-10,30.26
Cambodia,KHM,2021-06-11,30.83
Cambodia,KHM,2021-06-12,31.42
Cambodia,KHM,2021-06-13,32.03
Cambodia,KHM,2021-06-14,32.68
Cambodia,KHM,2021-06-15,33.45
Cambodia,KHM,2021-06-16,34
Cambodia,KHM,2021-06-17,34.46
Cambodia,KHM,2021-06-18,34.96
Cambodia,KHM,2021-06-19,35.48
Cambodia,KHM,2021-06-20,35.99
Cambodia,KHM,2021-06-21,36.42
Cambodia,KHM,2021-06-22,37.03
Cambodia,KHM,2021-06-23,37.64
Cambodia,KHM,2021-06-24,38.23
Cambodia,KHM,2021-06-25,39.04
Cambodia,KHM,2021-06-26,39.71
Cambodia,KHM,2021-06-27,40.34
Cambodia,KHM,2021-06-28,41.06
Cambodia,KHM,2021-06-29,41.86
Cambodia,KHM,2021-06-30,42.79
Cambodia,KHM,2021-07-01,43.72
Cambodia,KHM,2021-07-02,44.6
Cambodia,KHM,2021-07-03,45.38
Cambodia,KHM,2021-07-04,46.11
Cambodia,KHM,2021-07-05,46.79
Cambodia,KHM,2021-07-06,47.39
Cambodia,KHM,2021-07-07,48.05
Cambodia,KHM,2021-07-08,48.81
Cambodia,KHM,2021-07-09,49.7
Cambodia,KHM,2021-07-10,50.52
Cambodia,KHM,2021-07-11,51.34
Cambodia,KHM,2021-07-12,52.3
Cambodia,KHM,2021-07-13,53.42
Cambodia,KHM,2021-07-14,54.54
Cambodia,KHM,2021-07-15,55.79
Cambodia,KHM,2021-07-16,57.09
Cambodia,KHM,2021-07-17,58.29
Cambodia,KHM,2021-07-18,59.27
Cambodia,KHM,2021-07-19,60.29
Cambodia,KHM,2021-07-20,61.36
Cambodia,KHM,2021-07-21,62.48
Cambodia,KHM,2021-07-22,63.49
Cambodia,KHM,2021-07-23,64.41
Cambodia,KHM,2021-07-24,65.38
Cambodia,KHM,2021-07-25,66.23
Cambodia,KHM,2021-07-26,67.15
Cambodia,KHM,2021-07-27,68.03
Cambodia,KHM,2021-07-28,68.87
Cambodia,KHM,2021-07-29,69.64
Cambodia,KHM,2021-07-30,70.59
Cambodia,KHM,2021-07-31,71.33
Cambodia,KHM,2021-08-01,72.18
Cambodia,KHM,2021-08-02,73.33
Cambodia,KHM,2021-08-03,74.61
Cambodia,KHM,2021-08-04,75.92
Cambodia,KHM,2021-08-05,77.47
Cambodia,KHM,2021-08-06,79.03
Cambodia,KHM,2021-08-07,80.73
Cambodia,KHM,2021-08-08,82.32
Cambodia,KHM,2021-08-09,84.14
Cambodia,KHM,2021-08-10,85.89
Cambodia,KHM,2021-08-11,87.69
Cambodia,KHM,2021-08-12,89.32
Cambodia,KHM,2021-08-13,90.71
Cambodia,KHM,2021-08-14,92.19
Cambodia,KHM,2021-08-15,93.47
Cambodia,KHM,2021-08-16,94.76
Cambodia,KHM,2021-08-17,96.09
Cambodia,KHM,2021-08-18,97.45
Cambodia,KHM,2021-08-19,98.72
Cambodia,KHM,2021-08-20,99.89
Cambodia,KHM,2021-08-21,101.21
Cambodia,KHM,2021-08-22,102.17
Cambodia,KHM,2021-08-23,103.55
Cambodia,KHM,2021-08-24,104.76
Cambodia,KHM,2021-08-25,105.94
Cambodia,KHM,2021-08-26,107.02
Cambodia,KHM,2021-08-27,108.21
Cambodia,KHM,2021-08-28,109.38
Cambodia,KHM,2021-08-29,110.43
Cambodia,KHM,2021-08-30,111.6
Cambodia,KHM,2021-08-31,112.62
Cambodia,KHM,2021-09-01,113.57
Cambodia,KHM,2021-09-02,114.49
Cambodia,KHM,2021-09-03,115.28
Cambodia,KHM,2021-09-04,117.02
Cambodia,KHM,2021-09-05,117.59
Cambodia,KHM,2021-09-06,118.37
Cambodia,KHM,2021-09-07,119.12
Cambodia,KHM,2021-09-08,119.86
Cambodia,KHM,2021-09-09,120.56
Cambodia,KHM,2021-09-10,121.29
Cambodia,KHM,2021-09-11,121.99
Cambodia,KHM,2021-09-12,122.52
Cambodia,KHM,2021-09-13,123.32
Cambodia,KHM,2021-09-14,124.19
Cambodia,KHM,2021-09-15,125.03
Cambodia,KHM,2021-09-16,125.82
Cambodia,KHM,2021-09-17,126.96
Cambodia,KHM,2021-09-18,128.87
Cambodia,KHM,2021-09-19,130.72
Cambodia,KHM,2021-09-20,132.74
Cambodia,KHM,2021-09-21,134.65
Cambodia,KHM,2021-09-22,136.31
Cambodia,KHM,2021-09-23,137.74
Cambodia,KHM,2021-09-24,138.9
Cambodia,KHM,2021-09-25,139.88
Cambodia,KHM,2021-09-26,140.62
Cambodia,KHM,2021-09-27,141.46
Cambodia,KHM,2021-09-28,142.15
Cambodia,KHM,2021-09-29,142.75
Cambodia,KHM,2021-09-30,143.23
Cambodia,KHM,2021-10-01,143.58
Cambodia,KHM,2021-10-02,143.86
Cambodia,KHM,2021-10-03,144.05
Cambodia,KHM,2021-10-04,144.22
Cambodia,KHM,2021-10-05,144.26
Cambodia,KHM,2021-10-06,144.26
Cambodia,KHM,2021-10-07,144.27
Cambodia,KHM,2021-10-08,144.64
Cambodia,KHM,2021-10-09,145.58
Cambodia,KHM,2021-10-10,146.7
Cambodia,KHM,2021-10-11,148.48
Cambodia,KHM,2021-10-12,150.4
Cambodia,KHM,2021-10-13,152.08
Cambodia,KHM,2021-10-14,153.58
Cambodia,KHM,2021-10-15,154.82
Cambodia,KHM,2021-10-16,156.01
Cambodia,KHM,2021-10-17,156.9
Cambodia,KHM,2021-10-18,157.86
Cambodia,KHM,2021-10-19,158.65
Cambodia,KHM,2021-10-20,159.32
Cambodia,KHM,2021-10-21,159.86
Cambodia,KHM,2021-10-22,160.29
Cambodia,KHM,2021-10-23,160.76
Cambodia,KHM,2021-10-24,161.15
Cambodia,KHM,2021-10-25,161.43
Cambodia,KHM,2021-10-26,161.63
Cambodia,KHM,2021-10-27,161.81
Cambodia,KHM,2021-10-28,162.03
Cambodia,KHM,2021-10-29,162.21
Cambodia,KHM,2021-10-30,162.51
Cambodia,KHM,2021-10-31,162.77
Cambodia,KHM,2021-11-01,163.22
Cambodia,KHM,2021-11-02,163.78
Cambodia,KHM,2021-11-03,164.28
Cambodia,KHM,2021-11-04,164.7
Cambodia,KHM,2021-11-05,165.03
Cambodia,KHM,2021-11-07,165.47
Cambodia,KHM,2021-11-08,165.76
Cambodia,KHM,2021-11-09,165.9
Cambodia,KHM,2021-11-10,166.12
Cambodia,KHM,2021-11-11,166.3
Cambodia,KHM,2021-11-12,166.47
Cambodia,KHM,2021-11-13,166.58
Cambodia,KHM,2021-11-14,166.59
Cambodia,KHM,2021-11-15,166.65
Cambodia,KHM,2021-11-16,167.16
Cambodia,KHM,2021-11-17,167.39
Cambodia,KHM,2021-11-18,167.47
Cambodia,KHM,2021-11-19,167.53
Cambodia,KHM,2021-11-20,167.62
Cambodia,KHM,2021-11-21,167.67
Cambodia,KHM,2021-11-22,167.88
Cambodia,KHM,2021-11-23,168.07
Cambodia,KHM,2021-11-24,168.24
Cambodia,KHM,2021-11-25,168.39
Cambodia,KHM,2021-11-26,168.56
Cambodia,KHM,2021-11-27,168.66
Cambodia,KHM,2021-11-28,168.75
Cambodia,KHM,2021-11-29,169.11
Cambodia,KHM,2021-11-30,169.45
Cambodia,KHM,2021-12-01,169.8
Cambodia,KHM,2021-12-02,170.2
Cambodia,KHM,2021-12-03,170.59
Cambodia,KHM,2021-12-04,170.93
Cambodia,KHM,2021-12-05,171.14
Cambodia,KHM,2021-12-06,171.68
Cambodia,KHM,2021-12-07,172.25
Cambodia,KHM,2021-12-08,172.8
Cambodia,KHM,2021-12-09,173.29
Cambodia,KHM,2021-12-10,173.64
Cambodia,KHM,2021-12-11,173.92
Cambodia,KHM,2021-12-12,174.09
Cambodia,KHM,2021-12-13,174.52
Cambodia,KHM,2021-12-14,174.85
Cambodia,KHM,2021-12-15,175.13
Cambodia,KHM,2021-12-17,175.68
Cambodia,KHM,2021-12-18,175.87
Cambodia,KHM,2021-12-19,176.03
Cambodia,KHM,2021-12-20,176.47
Cambodia,KHM,2021-12-21,176.86
Cambodia,KHM,2021-12-22,177.2
Cambodia,KHM,2021-12-23,177.5
Cambodia,KHM,2021-12-24,177.85
Cambodia,KHM,2021-12-25,178.09
Cambodia,KHM,2021-12-26,178.27
Cambodia,KHM,2021-12-27,178.71
Cambodia,KHM,2021-12-28,179.01
Cambodia,KHM,2021-12-29,179.28
Cambodia,KHM,2021-12-30,179.53
Cambodia,KHM,2021-12-31,179.72
Cambodia,KHM,2022-01-01,179.77
Cambodia,KHM,2022-01-02,179.82
Cambodia,KHM,2022-01-03,180.18
Cambodia,KHM,2022-01-04,180.62
Cambodia,KHM,2022-01-05,180.99
Cambodia,KHM,2022-01-06,181.34
Cambodia,KHM,2022-01-07,181.54
Cambodia,KHM,2022-01-08,181.77
Cambodia,KHM,2022-01-09,181.91
Cambodia,KHM,2022-01-10,182.63
Cambodia,KHM,2022-01-11,183.43
Cambodia,KHM,2022-01-12,184.22
Cambodia,KHM,2022-01-14,185.69
Cambodia,KHM,2022-01-15,186.51
Cambodia,KHM,2022-01-16,187.1
Cambodia,KHM,2022-01-17,187.94
Cambodia,KHM,2022-01-18,188.86
Cambodia,KHM,2022-01-19,189.7
Cambodia,KHM,2022-01-20,190.48
Cambodia,KHM,2022-01-21,191.2
Cambodia,KHM,2022-01-22,191.74
Cambodia,KHM,2022-01-23,192.11
Cambodia,KHM,2022-01-24,192.86
Cambodia,KHM,2022-01-25,193.56
Cambodia,KHM,2022-01-26,194.11
Cambodia,KHM,2022-01-27,194.58
Cambodia,KHM,2022-01-28,195.03
Cambodia,KHM,2022-01-29,195.31
Cambodia,KHM,2022-01-30,195.45
Cambodia,KHM,2022-01-31,195.59
Cambodia,KHM,2022-02-01,195.82
Cambodia,KHM,2022-02-02,196.05
Cambodia,KHM,2022-02-03,196.37
Cambodia,KHM,2022-02-04,196.65
Cambodia,KHM,2022-02-06,196.97
Cambodia,KHM,2022-02-07,197.22
Cambodia,KHM,2022-02-08,197.54
Cambodia,KHM,2022-02-09,197.91
Cambodia,KHM,2022-02-11,198.63
Cambodia,KHM,2022-02-12,199.02
Cambodia,KHM,2022-02-13,199.31
Cambodia,KHM,2022-02-14,199.92
Cambodia,KHM,2022-02-15,200.88
Cambodia,KHM,2022-02-17,201.32
Cambodia,KHM,2022-02-19,202.16
Cambodia,KHM,2022-02-20,202.4
Cambodia,KHM,2022-02-21,202.9
Cambodia,KHM,2022-02-22,203.64
Cambodia,KHM,2022-02-23,204.65
Cambodia,KHM,2022-02-24,205.9
Cambodia,KHM,2022-02-25,206.93
Cambodia,KHM,2022-02-26,207.67
Cambodia,KHM,2022-02-27,208.17
Cambodia,KHM,2022-02-28,209.02
Cambodia,KHM,2022-03-01,209.84
Cambodia,KHM,2022-03-02,210.49
Cambodia,KHM,2022-03-03,211.09
Cambodia,KHM,2022-03-04,211.58
Cambodia,KHM,2022-03-05,211.98
Cambodia,KHM,2022-03-06,212.21
Cambodia,KHM,2022-03-07,212.68
Cambodia,KHM,2022-03-08,212.86
Cambodia,KHM,2022-03-10,213.61
Cambodia,KHM,2022-03-11,213.91
Cambodia,KHM,2022-03-12,214.12
Cambodia,KHM,2022-03-13,214.24
Cambodia,KHM,2022-03-14,214.51
Cambodia,KHM,2022-03-17,215.13
Cambodia,KHM,2022-03-18,215.36
Cambodia,KHM,2022-03-19,215.5
Cambodia,KHM,2022-03-20,215.6
Cambodia,KHM,2022-03-21,215.78
Cambodia,KHM,2022-03-22,215.96
Cambodia,KHM,2022-03-23,216.21
Cambodia,KHM,2022-03-24,216.47
Cambodia,KHM,2022-03-25,216.71
Cambodia,KHM,2022-03-26,216.91
Cambodia,KHM,2022-03-27,217.02
Cambodia,KHM,2022-03-28,217.27
Cambodia,KHM,2022-03-29,217.52
Cambodia,KHM,2022-03-30,217.74
Cambodia,KHM,2022-03-31,218.02
Cambodia,KHM,2022-04-01,218.18
Cambodia,KHM,2022-04-02,218.28
Cambodia,KHM,2022-04-03,218.36
Cambodia,KHM,2022-04-04,218.52
Cambodia,KHM,2022-04-05,218.66
Cambodia,KHM,2022-04-06,218.8
Cameroon,CMR,2021-04-11,0
Cameroon,CMR,2021-04-12,0
Cameroon,CMR,2021-04-29,0.04
Cameroon,CMR,2021-05-12,0.16
Cameroon,CMR,2021-05-18,0.17
Cameroon,CMR,2021-05-21,0.18
Cameroon,CMR,2021-05-24,0.21
Cameroon,CMR,2021-05-26,0.24
Cameroon,CMR,2021-05-31,0.28
Cameroon,CMR,2021-06-08,0.3
Cameroon,CMR,2021-06-10,0.32
Cameroon,CMR,2021-06-14,0.33
Cameroon,CMR,2021-06-20,0.36
Cameroon,CMR,2021-06-24,0.38
Cameroon,CMR,2021-06-28,0.41
Cameroon,CMR,2021-07-12,0.6
Cameroon,CMR,2021-07-19,1.15
Cameroon,CMR,2021-07-24,1.17
Cameroon,CMR,2021-07-26,1.22
Cameroon,CMR,2021-08-03,1.29
Cameroon,CMR,2021-08-09,1.35
Cameroon,CMR,2021-08-16,1.45
Cameroon,CMR,2021-08-20,1.52
Cameroon,CMR,2021-08-23,1.54
Cameroon,CMR,2021-08-27,1.57
Cameroon,CMR,2021-08-30,1.57
Cameroon,CMR,2021-09-06,1.6
Cameroon,CMR,2021-09-12,1.63
Cameroon,CMR,2021-09-17,1.66
Cameroon,CMR,2021-09-22,1.69
Cameroon,CMR,2021-09-27,1.69
Cameroon,CMR,2021-09-29,1.72
Cameroon,CMR,2021-10-06,1.75
Cameroon,CMR,2021-10-11,1.76
Cameroon,CMR,2021-10-14,1.77
Cameroon,CMR,2021-10-18,1.8
Cameroon,CMR,2021-10-23,1.83
Cameroon,CMR,2021-10-27,1.85
Cameroon,CMR,2021-11-01,1.85
Cameroon,CMR,2021-11-04,1.86
Cameroon,CMR,2021-11-11,1.87
Cameroon,CMR,2021-11-12,1.91
Cameroon,CMR,2021-11-18,2.23
Cameroon,CMR,2021-11-22,3.16
Cameroon,CMR,2021-11-24,3.39
Cameroon,CMR,2021-11-29,3.5
Cameroon,CMR,2021-12-06,3.57
Cameroon,CMR,2021-12-14,3.62
Cameroon,CMR,2021-12-28,3.75
Cameroon,CMR,2022-01-14,3.76
Cameroon,CMR,2022-02-22,4.66
Cameroon,CMR,2022-03-01,4.67
Cameroon,CMR,2022-03-09,4.68
Cameroon,CMR,2022-03-21,5.73
Canada,CAN,2020-12-14,0
Canada,CAN,2020-12-15,0
Canada,CAN,2020-12-16,0.01
Canada,CAN,2020-12-17,0.02
Canada,CAN,2020-12-18,0.03
Canada,CAN,2020-12-19,0.03
Canada,CAN,2020-12-20,0.03
Canada,CAN,2020-12-21,0.06
Canada,CAN,2020-12-22,0.07
Canada,CAN,2020-12-23,0.09
Canada,CAN,2020-12-24,0.12
Canada,CAN,2020-12-25,0.13
Canada,CAN,2020-12-26,0.13
Canada,CAN,2020-12-27,0.14
Canada,CAN,2020-12-28,0.16
Canada,CAN,2020-12-29,0.19
Canada,CAN,2020-12-30,0.22
Canada,CAN,2020-12-31,0.26
Canada,CAN,2021-01-01,0.28
Canada,CAN,2021-01-02,0.29
Canada,CAN,2021-01-03,0.3
Canada,CAN,2021-01-04,0.36
Canada,CAN,2021-01-05,0.41
Canada,CAN,2021-01-06,0.49
Canada,CAN,2021-01-07,0.58
Canada,CAN,2021-01-08,0.69
Canada,CAN,2021-01-09,0.79
Canada,CAN,2021-01-10,0.85
Canada,CAN,2021-01-11,0.95
Canada,CAN,2021-01-12,1.03
Canada,CAN,2021-01-13,1.11
Canada,CAN,2021-01-14,1.22
Canada,CAN,2021-01-15,1.35
Canada,CAN,2021-01-16,1.45
Canada,CAN,2021-01-17,1.53
Canada,CAN,2021-01-18,1.64
Canada,CAN,2021-01-19,1.74
Canada,CAN,2021-01-20,1.85
Canada,CAN,2021-01-21,1.97
Canada,CAN,2021-01-22,2.07
Canada,CAN,2021-01-23,2.14
Canada,CAN,2021-01-24,2.18
Canada,CAN,2021-01-25,2.24
Canada,CAN,2021-01-26,2.32
Canada,CAN,2021-01-27,2.38
Canada,CAN,2021-01-28,2.44
Canada,CAN,2021-01-29,2.5
Canada,CAN,2021-01-30,2.54
Canada,CAN,2021-01-31,2.55
Canada,CAN,2021-02-01,2.6
Canada,CAN,2021-02-02,2.63
Canada,CAN,2021-02-03,2.67
Canada,CAN,2021-02-04,2.72
Canada,CAN,2021-02-05,2.78
Canada,CAN,2021-02-06,2.84
Canada,CAN,2021-02-07,2.88
Canada,CAN,2021-02-08,2.93
Canada,CAN,2021-02-09,3
Canada,CAN,2021-02-10,3.08
Canada,CAN,2021-02-11,3.17
Canada,CAN,2021-02-12,3.27
Canada,CAN,2021-02-13,3.36
Canada,CAN,2021-02-14,3.4
Canada,CAN,2021-02-15,3.43
Canada,CAN,2021-02-16,3.5
Canada,CAN,2021-02-17,3.55
Canada,CAN,2021-02-18,3.63
Canada,CAN,2021-02-19,3.76
Canada,CAN,2021-02-20,3.89
Canada,CAN,2021-02-21,4
Canada,CAN,2021-02-22,4.17
Canada,CAN,2021-02-23,4.3
Canada,CAN,2021-02-24,4.42
Canada,CAN,2021-02-25,4.57
Canada,CAN,2021-02-26,4.75
Canada,CAN,2021-02-27,4.92
Canada,CAN,2021-02-28,5.04
Canada,CAN,2021-03-01,5.19
Canada,CAN,2021-03-02,5.39
Canada,CAN,2021-03-03,5.59
Canada,CAN,2021-03-04,5.8
Canada,CAN,2021-03-05,6.03
Canada,CAN,2021-03-06,6.22
Canada,CAN,2021-03-07,6.37
Canada,CAN,2021-03-08,6.6
Canada,CAN,2021-03-09,6.79
Canada,CAN,2021-03-10,6.99
Canada,CAN,2021-03-11,7.25
Canada,CAN,2021-03-12,7.55
Canada,CAN,2021-03-13,7.83
Canada,CAN,2021-03-14,8.07
Canada,CAN,2021-03-15,8.4
Canada,CAN,2021-03-16,8.72
Canada,CAN,2021-03-17,9.09
Canada,CAN,2021-03-18,9.51
Canada,CAN,2021-03-19,9.94
Canada,CAN,2021-03-20,10.29
Canada,CAN,2021-03-21,10.53
Canada,CAN,2021-03-22,10.92
Canada,CAN,2021-03-23,11.25
Canada,CAN,2021-03-24,11.7
Canada,CAN,2021-03-25,12.21
Canada,CAN,2021-03-26,12.78
Canada,CAN,2021-03-27,13.23
Canada,CAN,2021-03-28,13.62
Canada,CAN,2021-03-29,14.12
Canada,CAN,2021-03-30,14.58
Canada,CAN,2021-03-31,15.17
Canada,CAN,2021-04-01,15.72
Canada,CAN,2021-04-02,16.17
Canada,CAN,2021-04-03,16.68
Canada,CAN,2021-04-04,17
Canada,CAN,2021-04-05,17.48
Canada,CAN,2021-04-06,18.01
Canada,CAN,2021-04-07,18.63
Canada,CAN,2021-04-08,19.31
Canada,CAN,2021-04-09,20.11
Canada,CAN,2021-04-10,20.75
Canada,CAN,2021-04-11,21.23
Canada,CAN,2021-04-12,22.12
Canada,CAN,2021-04-13,22.84
Canada,CAN,2021-04-14,23.62
Canada,CAN,2021-04-15,24.44
Canada,CAN,2021-04-16,25.28
Canada,CAN,2021-04-17,25.96
Canada,CAN,2021-04-18,26.48
Canada,CAN,2021-04-19,27.17
Canada,CAN,2021-04-20,27.8
Canada,CAN,2021-04-21,28.64
Canada,CAN,2021-04-22,29.6
Canada,CAN,2021-04-23,30.56
Canada,CAN,2021-04-24,31.32
Canada,CAN,2021-04-25,31.93
Canada,CAN,2021-04-26,32.62
Canada,CAN,2021-04-27,33.31
Canada,CAN,2021-04-28,34.01
Canada,CAN,2021-04-29,34.82
Canada,CAN,2021-04-30,35.56
Canada,CAN,2021-05-01,36.18
Canada,CAN,2021-05-02,36.63
Canada,CAN,2021-05-03,37.23
Canada,CAN,2021-05-04,37.85
Canada,CAN,2021-05-05,38.6
Canada,CAN,2021-05-06,39.55
Canada,CAN,2021-05-07,40.6
Canada,CAN,2021-05-08,41.46
Canada,CAN,2021-05-09,42.18
Canada,CAN,2021-05-10,43.06
Canada,CAN,2021-05-11,43.86
Canada,CAN,2021-05-12,44.78
Canada,CAN,2021-05-13,45.83
Canada,CAN,2021-05-14,46.97
Canada,CAN,2021-05-15,47.94
Canada,CAN,2021-05-16,48.77
Canada,CAN,2021-05-17,49.8
Canada,CAN,2021-05-18,50.56
Canada,CAN,2021-05-19,51.5
Canada,CAN,2021-05-20,52.56
Canada,CAN,2021-05-21,53.83
Canada,CAN,2021-05-22,54.86
Canada,CAN,2021-05-23,55.68
Canada,CAN,2021-05-24,56.62
Canada,CAN,2021-05-25,57.29
Canada,CAN,2021-05-26,58.14
Canada,CAN,2021-05-27,59.18
Canada,CAN,2021-05-28,60.38
Canada,CAN,2021-05-29,61.3
Canada,CAN,2021-05-30,62.14
Canada,CAN,2021-05-31,63.16
Canada,CAN,2021-06-01,63.99
Canada,CAN,2021-06-02,64.9
Canada,CAN,2021-06-03,65.99
Canada,CAN,2021-06-04,67.2
Canada,CAN,2021-06-05,68.2
Canada,CAN,2021-06-06,69.05
Canada,CAN,2021-06-07,70.13
Canada,CAN,2021-06-08,71.05
Canada,CAN,2021-06-09,72.12
Canada,CAN,2021-06-10,73.37
Canada,CAN,2021-06-11,74.69
Canada,CAN,2021-06-12,75.8
Canada,CAN,2021-06-13,76.79
Canada,CAN,2021-06-14,77.97
Canada,CAN,2021-06-15,79.15
Canada,CAN,2021-06-16,80.37
Canada,CAN,2021-06-17,81.7
Canada,CAN,2021-06-18,83.11
Canada,CAN,2021-06-19,84.22
Canada,CAN,2021-06-20,85.14
Canada,CAN,2021-06-21,86.21
Canada,CAN,2021-06-22,87.45
Canada,CAN,2021-06-23,88.8
Canada,CAN,2021-06-24,90.36
Canada,CAN,2021-06-25,91.73
Canada,CAN,2021-06-26,92.9
Canada,CAN,2021-06-27,93.84
Canada,CAN,2021-06-28,95.7
Canada,CAN,2021-06-29,97.24
Canada,CAN,2021-06-30,98.83
Canada,CAN,2021-07-01,100.05
Canada,CAN,2021-07-02,101.54
Canada,CAN,2021-07-03,102.49
Canada,CAN,2021-07-04,103.33
Canada,CAN,2021-07-05,104.91
Canada,CAN,2021-07-06,106.18
Canada,CAN,2021-07-07,107.5
Canada,CAN,2021-07-08,109.13
Canada,CAN,2021-07-09,110.57
Canada,CAN,2021-07-10,111.53
Canada,CAN,2021-07-11,112.28
Canada,CAN,2021-07-12,113.61
Canada,CAN,2021-07-13,114.7
Canada,CAN,2021-07-14,115.82
Canada,CAN,2021-07-15,116.97
Canada,CAN,2021-07-16,118.11
Canada,CAN,2021-07-17,118.9
Canada,CAN,2021-07-18,119.49
Canada,CAN,2021-07-19,120.61
Canada,CAN,2021-07-20,121.49
Canada,CAN,2021-07-21,122.5
Canada,CAN,2021-07-22,123.5
Canada,CAN,2021-07-23,124.44
Canada,CAN,2021-07-24,125.09
Canada,CAN,2021-07-25,125.61
Canada,CAN,2021-07-26,126.64
Canada,CAN,2021-07-27,127.37
Canada,CAN,2021-07-28,128.09
Canada,CAN,2021-07-29,128.8
Canada,CAN,2021-07-30,129.48
Canada,CAN,2021-07-31,129.96
Canada,CAN,2021-08-01,130.34
Canada,CAN,2021-08-02,130.58
